Merkki,Vuosi,Ajettu,Hinta,Date
Toyota Corolla (2)|2020|24 000|29 750 €|10-2021,2020,24 000,29 750 €,10-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition Multidrive S|2020|20 000|25 890 €(incl. VAT)|11-2021",2020,20 000,25 890 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|16 566|27 960 €|09-2021",2020,16 566,27 960 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition/ 1-om/ Plus-paketti/|2020|9 000|28 900 €|08-2021",2020,9 000,28 900 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active.|2020|50 000|25 900 €|09-2021",2020,50 000,25 900 €,09-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Turbo Edition|2020|11 000|24 880 €|08-2021",2020,11 000,24 880 €,08-2021
"Toyota Corolla (1.8) Hybrid 1.8 122Hv TS ACTIVE EDITION BUSINESS TOURING SPORT HYBRID ""NAVI P-KAMERA"".1-Om TEHDASTAKUU.|2020|14 900|26 350 €|09-2021",2020,14 900,26 350 €,09-2021
Toyota Corolla (1.8)|2020|22 000|22 900 €|09-2021,2020,22 000,22 900 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|500|28 900 €(incl. VAT)|11-2021",2020,500,28 900 €(incl. VAT),11-2021
Toyota Corolla (1.8)|2020|25 000|26 900 €|10-2021,2020,25 000,26 900 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business, Navigointi ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|15 500|27 490 €|10-2021",2020,15 500,27 490 €,10-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Business / NAVI / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|19 000|28 980 €|09-2021",2020,19 000,28 980 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active ** Adapt. Vakkari / Kaistavahti / P. Kamera / Lohkolämmitin **|2020|171 000|20 300 €(incl. VAT)|09-2021",2020,171 000,20 300 €(incl. VAT),09-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Life|2020|12 000|22 800 €|11-2021",2020,12 000,22 800 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|10 000|28 900 €(incl. VAT)|09-2021",2020,10 000,28 900 €(incl. VAT),09-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition ** 1-Omisteinen  / Suomi-auto / Tehdastakuu **|2020|36 000|28 490 €|09-2021",2020,36 000,28 490 €,09-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active|2020|21 000|26 480 €|08-2021",2020,21 000,26 480 €,08-2021
Toyota Corolla (1.8)|2020|Not specified|30 324 €(incl. VAT)|09-2021,2020,Not specified,30 324 €(incl. VAT),09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition ** Suomi-auto / Met.väri / Pluspaketti Navi,Kamera ym  **|2020|6 000|28 490 €|08-2021",2020,6 000,28 490 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active ´/ PLUS PAKETTI / NAVI /|2020|32 000|27 990 €|09-2021",2020,32 000,27 990 €,09-2021
"Toyota Corolla (1.8) Toyota COROLLA Sedan 1,8 Hybrid Active Edition *Vetokoukku*|2020|35 000|25 900 €|09-2021",2020,35 000,25 900 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / ALV. VÄH. KELP / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|23 000|27 980 €|09-2021",2020,23 000,27 980 €,09-2021
Toyota Corolla (2)|2020|2 755|29 900 €|09-2021,2020,2 755,29 900 €,09-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
Toyota Corolla (1.8)|2020|16 100|27 900 €|09-2021,2020,16 100,27 900 €,09-2021
Toyota Corolla (1.8)|2020|8 000|25 990 €(incl. VAT)|11-2021,2020,8 000,25 990 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Toyota COROLLA Touring Sports 1,8 Hybrid Active + Plus -paketti|2020|30 000|26 990 €|08-2021",2020,30 000,26 990 €,08-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active ** Suomi-auto, Plus-paketti  **|2020|12 000|26 390 €|09-2021",2020,12 000,26 390 €,09-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Business|2020|22 000|27 480 €|08-2021",2020,22 000,27 480 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Trek - Adaptiivinen vakinopeudensäädin, Lämmitettävä ohjauspyörä, Kaistavahti, Sähköluukku, Va|2020|17 000|27 490 €|09-2021",2020,17 000,27 490 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid * Bi-LED, NAVI, KAMERA, SÄHKÖTOIMINEN TAKALUUKKU, YMS... *|2020|5 000|28 900 €|09-2021",2020,5 000,28 900 €,09-2021
"Toyota Corolla (1.8) Toyota COROLLA Sedan 1,8 Hybrid Active Edition|2020|15 000|26 900 €|09-2021",2020,15 000,26 900 €,09-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition , Navigointi|2020|13 000|26 880 €|09-2021",2020,13 000,26 880 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / NAVI / ALV. VÄH. KELP. / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjält|2020|10 000|27 290 €|11-2021",2020,10 000,27 290 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / NAVI / ALV. VÄH. KELP / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä|2020|24 000|27 790 €(incl. VAT)|11-2021",2020,24 000,27 790 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|17 000|27 960 €|09-2021",2020,17 000,27 960 €,09-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suomeen** - Taku|2020|15 000|26 990 €|08-2021",2020,15 000,26 990 €,08-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active #P-kamera #Adapt.cruise #Navi #Lohkolämmitin|2020|18 000|25 890 €|10-2021",2020,18 000,25 890 €,10-2021
"Toyota Corolla (1.8) Toyota COROLLA Touring Sports 1,8 Hybrid Active|2020|17 000|27 990 €(incl. VAT)|09-2021",2020,17 000,27 990 €(incl. VAT),09-2021
Toyota Corolla (2)|2020|15 000|29 990 €(incl. VAT)|10-2021,2020,15 000,29 990 €(incl. VAT),10-2021
Toyota Corolla (2) 2.0 Hybrid Style / Adapt.cruise / Aktiivinen kaistavahti / MiraCast / Digimittaristo / 2x renkaat / KÄSIRAHA ALK. 0|2020|12 000|26 390 €|11-2021,2020,12 000,26 390 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / NAVI / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|11 000|28 280 €|09-2021",2020,11 000,28 280 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|15 000|27 470 €|11-2021",2020,15 000,27 470 €,11-2021
Toyota Corolla (2)|2020|11 300|33 400 €|08-2021,2020,11 300,33 400 €,08-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition|2020|14 000|26 690 €(incl. VAT)|09-2021",2020,14 000,26 690 €(incl. VAT),09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|9 000|27 890 €(incl. VAT)|09-2021",2020,9 000,27 890 €(incl. VAT),09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|13 000|27 890 €(incl. VAT)|09-2021",2020,13 000,27 890 €(incl. VAT),09-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Business, Moottorin- ja sisätilanlämmitin, Kamera|2020|16 000|24 890 €|09-2021",2020,16 000,24 890 €,09-2021
Toyota Corolla (1.8) Sport / Adapt. Cruise / Bi-Led / Mirror Link|2020|15 000|25 890 €|09-2021,2020,15 000,25 890 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|16 000|27 960 €|09-2021",2020,16 000,27 960 €,09-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition|2020|12 705|26 880 €|10-2021",2020,12 705,26 880 €,10-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid GR Sport - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suomeen**|2020|11 000|36 490 €|09-2021",2020,11 000,36 490 €,09-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Style - Tehdastakuu voimassa, Huippusiisti Style!|2020|15 000|32 490 €|09-2021",2020,15 000,32 490 €,09-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid GR Sport - Adaptiivinen vakionopeudensäädin, Digimittaristo, Bi-Led-ajovalot, Apple Car Play,|2020|23 000|34 700 €|09-2021",2020,23 000,34 700 €,09-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid TREK - Adapt. vakionopeudensäädin, Multi LED, Navigointi, Adventure-paketti, Suomi-auto|2020|30 000|32 490 €|09-2021",2020,30 000,32 490 €,09-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active|2020|34 000|28 900 €|09-2021",2020,34 000,28 900 €,09-2021
"Toyota Corolla (1.8) Toyota COROLLA Touring Sports 1,8 Hybrid Active + Plus -paketti|2020|24 000|27 990 €|09-2021",2020,24 000,27 990 €,09-2021
Toyota Corolla (1.8)|2020|5 000|25 600 €|09-2021,2020,5 000,25 600 €,09-2021
Toyota Corolla (2)|2020|10 000|27 600 €|09-2021,2020,10 000,27 600 €,09-2021
"Toyota Corolla (1.2) Toyota COROLLA Touring Sports 1,2 T Turbo Edition Multidrive S|2020|17 000|26 990 €|09-2021",2020,17 000,26 990 €,09-2021
Toyota Corolla (1.8) Hatchback 1.8 Hybrid Style #Takuu #LED #Vakkari #SmartEntry&Start #Kamera #Bluetooth|2020|6 000|25 950 €|10-2021,2020,6 000,25 950 €,10-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active** Adaptiivinen vakionopeudensäädin- JBL Audio- Led ajovalot- Peruutuskamera** **** Tähä|2020|19 000|29 800 €|09-2021",2020,19 000,29 800 €,09-2021
Toyota Corolla (1.8) Hatchback 1.8 Hybrid Club / Navi / Adaptiivinen vakkari / Lämmitettävä ratti / Digimittaristo /  /  /|2020|43 000|23 880 €|11-2021,2020,43 000,23 880 €,11-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid GR Sport / TECHNOLOGY PAKETTI / JBL / APPLE CAR PLAY / ***  Kotiinkuljetus mahdollisuus, kysy|2020|23 000|32 990 €|09-2021",2020,23 000,32 990 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|15 000|27 890 €|10-2021",2020,15 000,27 890 €,10-2021
Toyota Corolla (2)|2020|44 254|29 900 €|09-2021,2020,44 254,29 900 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / NAVI / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|15 000|27 890 €|11-2021",2020,15 000,27 890 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|28 000|27 890 €(incl. VAT)|10-2021",2020,28 000,27 890 €(incl. VAT),10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Life Business|2020|12 000|25 990 €|11-2021",2020,12 000,25 990 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|10 000|28 980 €|09-2021",2020,10 000,28 980 €,09-2021
Toyota Corolla (1.8)|2020|10 000|28 310 €|11-2021,2020,10 000,28 310 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / NAVI /|2020|15 000|28 160 €|10-2021",2020,15 000,28 160 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / NAVI / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|15 000|27 290 €|11-2021",2020,15 000,27 290 €,11-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active|2020|6 000|28 300 €|09-2021",2020,6 000,28 300 €,09-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition|2020|9 000|26 880 €|11-2021",2020,9 000,26 880 €,11-2021
Toyota Corolla (1.8)|2020|11 064|28 000 €|09-2021,2020,11 064,28 000 €,09-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suomeen** - Plus pakett|2020|10 000|30 490 €|09-2021",2020,10 000,30 490 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|32 500|27 900 €(incl. VAT)|09-2021",2020,32 500,27 900 €(incl. VAT),09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / Navi ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|15 000|27 880 €|09-2021",2020,15 000,27 880 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / Navi ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|15 000|26 980 €|10-2021",2020,15 000,26 980 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / NAVI /|2020|14 000|28 160 €|10-2021",2020,14 000,28 160 €,10-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active** Adaptiivinen vakionopeudensäädin- JBL Audio- Led ajovalot- Peruutuskamera** **** Tähä|2020|19 000|29 800 €|10-2021",2020,19 000,29 800 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / Navi -  Bi- LED-ajovalot ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjäl|2020|14 000|26 780 €|09-2021",2020,14 000,26 780 €,09-2021
"Toyota Corolla (2) Touring Sports 2,0 185Hv Hybrid Active Plus, Vetokoukku, 1 Omistaja Esim 329e/kk .2.9% korolla|2020|2 800|31 850 €|10-2021",2020,2 800,31 850 €,10-2021
"Toyota Corolla (1.8) Toyota COROLLA Touring Sports 1,8 Hybrid ActiveEdt|2020|6 000|28 590 €|09-2021",2020,6 000,28 590 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition - **Korkotarjous 1,59%+kulut**Toimitusmahdollisuus koko Suo|2020|4 000|28 990 €|09-2021",2020,4 000,28 990 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid TREK - **Korkotarjous alk. 1,99%+kulut/max48kk**Toimitusmahdollisuus koko|2020|27 752|31 990 €|10-2021",2020,27 752,31 990 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|7 000|28 500 €|09-2021",2020,7 000,28 500 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|16 000|28 880 €|09-2021",2020,16 000,28 880 €,09-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Business / Navi / Alv väh. kelp. ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|23 000|28 490 €(incl. VAT)|11-2021",2020,23 000,28 490 €(incl. VAT),11-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Business / NAVI / ALV. VÄH. KELP / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjält|2020|32 000|28 490 €(incl. VAT)|11-2021",2020,32 000,28 490 €(incl. VAT),11-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Business / NAVI / ALV. VÄH. KELP / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjält|2020|28 000|28 490 €(incl. VAT)|11-2021",2020,28 000,28 490 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active / ALV. VÄH. KELP / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|24 000|25 880 €(incl. VAT)|10-2021",2020,24 000,25 880 €(incl. VAT),10-2021
"Toyota Corolla (1.2) Hatchback 1,2 T Active / Adapt.Vakkari / ALV / Kaistavahti / LED-Valot / Vaihtoehto uudelle! / 2 x Renkaat /|2020|22 000|19 890 €(incl. VAT)|11-2021",2020,22 000,19 890 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active Edition - *Toyota Approved - 12 kk maksuton vaihtoautoturva ilman kilometrirajoitusta*|2020|26 000|26 900 €|10-2021",2020,26 000,26 900 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / LOHKO + SISÄ.P / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|27 000|26 980 €|09-2021",2020,27 000,26 980 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|16 000|26 900 €|09-2021",2020,16 000,26 900 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|10 000|27 890 €(incl. VAT)|09-2021",2020,10 000,27 890 €(incl. VAT),09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid GR Sport - ** Gahoo Racing, Black, LED, Adapt.cruise, Sport-istuimet, Android auto! ** !|2020|15 000|29 900 €(incl. VAT)|10-2021",2020,15 000,29 900 €(incl. VAT),10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / PYSÄKÖINTITUTKAT EDESSÄ / Mukautuva vakionopeussäädin / Bi-LED-ajovalot / Nav|2020|20 000|27 990 €|09-2021",2020,20 000,27 990 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Business / ALV. VÄH. KELP / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|24 000|26 890 €(incl. VAT)|11-2021",2020,24 000,26 890 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active|2020|26 000|28 480 €|11-2021",2020,26 000,28 480 €,11-2021
Toyota Corolla (1.8) Adapt. Cruise / Apple & Android Auto / Kamera / Tehdastakuu voimassa|2020|28 000|26 490 €|10-2021,2020,28 000,26 490 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / Navi ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|15 000|27 860 €|10-2021",2020,15 000,27 860 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active|2020|34 000|26 950 €|10-2021",2020,34 000,26 950 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active|2020|26 000|27 490 €(incl. VAT)|11-2021",2020,26 000,27 490 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active|2020|32 000|26 990 €(incl. VAT)|11-2021",2020,32 000,26 990 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / ALV. VÄH. KELP / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|27 000|27 160 €(incl. VAT)|10-2021",2020,27 000,27 160 €(incl. VAT),10-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition / NAVI / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|13 000|26 180 €|10-2021",2020,13 000,26 180 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / Navi ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|14 000|27 790 €|11-2021",2020,14 000,27 790 €,11-2021
"Toyota Corolla (1.8) Sedan 1,8 Hybrid Active Edition / NAVI / KOUKKU / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|5 000|27 980 €|09-2021",2020,5 000,27 980 €,09-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Style|2020|54 000|25 900 €|10-2021",2020,54 000,25 900 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / Navi ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|12 000|27 880 €|10-2021",2020,12 000,27 880 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active *Adapt. vakkari / BI-LED / Peruutuskamera / Vetokoukku*|2020|30 000|27 990 €|09-2021",2020,30 000,27 990 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|15 000|29 480 €|11-2021",2020,15 000,29 480 €,11-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Style ** Suomi-auto **|2020|21 000|27 590 €|09-2021",2020,21 000,27 590 €,09-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition - Valmiiksi varusteltu heti toimitukseen|2020|8 000|26 400 €|10-2021",2020,8 000,26 400 €,10-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Edition|2020|23 000|29 880 €|09-2021",2020,23 000,29 880 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|38 000|27 900 €(incl. VAT)|11-2021",2020,38 000,27 900 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition - Katso Automessutarjoukset rinta-jouppi.com|2020|15 000|27 790 €|10-2021",2020,15 000,27 790 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / Navi ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|16 000|27 880 €|10-2021",2020,16 000,27 880 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / Navi|2020|11 000|27 880 €|10-2021",2020,11 000,27 880 €,10-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid TREK *Tehdastakuu voimassa* / Led-Ajovalot / Peruutuskamera / Metalliväri / Keyless-Go|2020|24 000|32 800 €|10-2021",2020,24 000,32 800 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Style - *Korko 0,99%+kulut*Vain kauppaviikon ajan* - Tehdastakuu, Plus-paketti, Vähän ajettu!|2020|12 000|31 890 €|10-2021",2020,12 000,31 890 €,10-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active - ""NYT HULLUT AVAJAISHINNAT, KATSO!""|2020|32 000|26 850 €|09-2021",2020,32 000,26 850 €,09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / NAVI / JUURI HUOLLETTU / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjält|2020|15 000|27 890 €|10-2021",2020,15 000,27 890 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / NAVI / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|17 000|27 890 €|11-2021",2020,17 000,27 890 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / ALV. VÄH. KELP / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|35 000|26 490 €(incl. VAT)|11-2021",2020,35 000,26 490 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / ALV. VÄH. KELP / *** Korkotarjous 1%+ kulut|2020|32 000|26 490 €(incl. VAT)|11-2021",2020,32 000,26 490 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / ALV. VÄH. KELP / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|28 000|27 160 €(incl. VAT)|10-2021",2020,28 000,27 160 €(incl. VAT),10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / ALV. VÄH. KELP /|2020|31 000|26 980 €(incl. VAT)|09-2021",2020,31 000,26 980 €(incl. VAT),09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active / ALV. VÄH. KELP / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|35 000|26 890 €(incl. VAT)|11-2021",2020,35 000,26 890 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active / ALV. VÄH. KELP / ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|27 000|25 790 €(incl. VAT)|11-2021",2020,27 000,25 790 €(incl. VAT),11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / NAVI /|2020|15 000|28 180 €|10-2021",2020,15 000,28 180 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Style - **Korkotarjous alk. 1,99%+kulut/max48kk**Toimitusmahdollisuus koko|2020|22 000|30 490 €|10-2021",2020,22 000,30 490 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / Suomiauto / Tehdastakuu|2020|17 000|28 400 €|10-2021",2020,17 000,28 400 €,10-2021
"Toyota Corolla (1.2) Touring Sports 1,2 T Life - Katso Automessutarjoukset rinta-jouppi.com|2020|22 000|22 700 €(incl. VAT)|10-2021",2020,22 000,22 700 €(incl. VAT),10-2021
Toyota Corolla (2) Hatchback 2.0 Hybrid Active|2020|22 850|25 900 €|09-2021,2020,22 850,25 900 €,09-2021
"Toyota Corolla (1.8) Toyota COROLLA Touring Sports 1,8 Hybrid Active (MY20)|2020|44 000|27 890 €|09-2021",2020,44 000,27 890 €,09-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid GR Sport|2020|31 000|33 790 €|10-2021",2020,31 000,33 790 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active ** Suomi-auto Pluspaketilla Navi ym. **|2020|12 000|27 980 €|10-2021",2020,12 000,27 980 €,10-2021
"Toyota Corolla (1.8) Hatchback 1,8 Hybrid Active Edition - /NAVI/KAMERA/BLUETOOTH/1.OMISTAJA/KYSY TOMMIA 0405524633|2020|23 000|25 990 €|11-2021",2020,23 000,25 990 €,11-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition / Navi ***  Kotiinkuljetus mahdollisuus, kysy lisää myyjältä.|2020|15 000|27 860 €|10-2021",2020,15 000,27 860 €,10-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active|2020|30 000|27 390 €(incl. VAT)|09-2021",2020,30 000,27 390 €(incl. VAT),09-2021
"Toyota Corolla (1.8) Touring Sports 1,8 Hybrid Active Edition|2020|4 000|28 900 €|10-2021",2020,4 000,28 900 €,10-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Plus Business - Navigointi, Peruutuskameraa, 1-omistaja|2020|32 000|27 800 €|09-2021",2020,32 000,27 800 €,09-2021
"Toyota Corolla (2) Touring Sports 2,0 Hybrid Active Plus Business - Navigointi, Peruutuskameraa, 1-omistaja - Katso Automessutarjoukset rin|2020|32 000|27 800 €|10-2021",2020,32 000,27 800 €,10-2021
